Sku_ID,pro_code,pro_name,total_rating_count,average_rating,img_url,short_description,search_keyword,product_url,Product_Rank,Page_No,TimeStamp,Price,Price_per_unit
1YXS8J4CALEO,PRD1YXS8J4CALEO,"Two Bears - Frothed Matcha Tea Oat Milk Latte, 250ml",,,https://i5.walmartimages.com/asr/f445c587-9692-4398-bf33-f0b557533817.9eefda4cf2e4f733120e7a39f7dfe56b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1YXS8J4CALEO,47,23,12/8/2022 6:21,3.69,
2URBW81QL6R5,PRD2URBW81QL6R5,Numi Organic 1 lb. Aged Earl Grey Loose Leaf Tea,,,https://i5.walmartimages.com/asr/a4eaa37f-5972-4e6a-8821-60010008eb55.6baab7417e143cb912793ddfed047ce5.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2URBW81QL6R5,48,23,12/8/2022 6:21,70.93,
5D8GD5QKLWXS,PRD5D8GD5QKLWXS,Labymos Pour Over Coffee Kettle 20oz/ 600ml Long Narrow Spout Hand Drip Coffee Tea Pot with Lid Wood Handle Glass Pour Over Coffee & Tea Kettles,,,https://i5.walmartimages.com/asr/563ff7f6-8d2f-4083-af38-83fdb0de58dc.25682493bb31015a2347038d144fa24c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5D8GD5QKLWXS,49,23,12/8/2022 6:21,106.72,
446O0BO7XZR0,19BF90X9VQL2,Lubelski Stainless Steel Heat Resistant Tea Pot Container Black 18x13x11cm,,,https://i5.walmartimages.com/asr/2462e665-17b9-49a2-98db-c7618d7512d6.3fef36f75d7b4afee4c49bacaedbd8c0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/19BF90X9VQL2,50,23,12/8/2022 6:21,32.18,
6M0ECA03M9C0,PRD6M0ECA03M9C0,"Gooddrink Green Lemon Honey Tea, Glass | 473ML/Unit, 12 Units/Case",,,https://i5.walmartimages.com/asr/71ec46f1-c742-448e-974e-7b1668ffc5ff.2dd00f8081c07d9f340c5a8d34d7bd7b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6M0ECA03M9C0,51,23,12/8/2022 6:21,71.25,
5S9H3Y5WTZNO,PRD5S9H3Y5WTZNO,Heat Resistant Glass Teapot with Strainer Filter Infuser Tea Pot 350ml,,,https://i5.walmartimages.com/asr/70d4cd75-89b9-4c51-944a-40f8c92efcc1_1.b7893c95578174592ecf5be219329674.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5S9H3Y5WTZNO,52,23,12/8/2022 6:21,13.99,
2ZBZ0PSIPUG1,PRD2ZBZ0PSIPUG1,Steep By Bigelow Organic Pure Green Decaffeinated Tea Bags - 20/Box,,,https://i5.walmartimages.com/asr/e45824a7-a27a-4708-afd1-1db369783988.8857f1952b3648b19339dca868323f49.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2ZBZ0PSIPUG1,53,23,12/8/2022 6:21,12.99,
3P6T2R151L92,PRD3P6T2R151L92,Hand Drip Tea Fashion Stainless Steel Coffee Pot With Wooden Lid,,,https://i5.walmartimages.com/asr/abdc29c6-9bd9-4915-82bd-14309adb65ac.9d16782956754aaad4bc5eaa0149da39.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3P6T2R151L92,54,23,12/8/2022 6:21,36.92,
1HMU3L3OJOAH,PRD1HMU3L3OJOAH,Heat Resistant Glass Teapot with Strainer Filter Infuser Tea Pot 37oz/1100ml,,,https://i5.walmartimages.com/asr/e7fc7c1d-9b21-40df-80b1-94e9c9540cb5.12ad6de401e142db6aa9146f290feb02.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1HMU3L3OJOAH,55,23,12/8/2022 6:21,39.91,
2BXTBJ2N9LDH,3UN7AJYNDN6W,Foldable Reusable Coffee Filters Stainless Steel Tea Drip Holder (Black),,,https://i5.walmartimages.com/asr/8c848a97-404b-48dc-87a3-97570e1fc458.d8bffd81fbf75315b59d720661ea2e3c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/3UN7AJYNDN6W,56,23,12/8/2022 6:21,8.99,
19YKIOVU6P8R,0TO9LFKVH4NH,Resistant Glass Teapot With Infuser Coffee Tea Leaf Herbal Set 250ml,,,https://i5.walmartimages.com/asr/9104b6c0-5b25-4d01-9c03-921bcff96368.523dca1e6aa81340b153314a61a1ca69.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/0TO9LFKVH4NH,57,23,12/8/2022 6:21,14.85,
6T7YW03TEFMV,PRD6T7YW03TEFMV,Tea Filter Tea Balls for Loose Tea Leaf Tea Infuser Tea Baller Tea Ball Infuser,,,https://i5.walmartimages.com/asr/599bc969-df01-4214-8051-83fe118b56cf_1.bf48046d8db36869f80e137cbb4fe8d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6T7YW03TEFMV,58,23,12/8/2022 6:21,11.54,
4604FNXUYORM,PRD4604FNXUYORM,100pcs Tea Filter Bags Disposable with Drawstring for Loose Leaf Tea with Natural Unbleached Cloth,,,https://i5.walmartimages.com/asr/e6a1c005-2b1e-4211-87f1-8c252af54555_1.7bde16eceb1cdb65fc8052fd08cce77a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4604FNXUYORM,59,23,12/8/2022 6:21,11.19,
2ASGWMJLQUHH,PRD2ASGWMJLQUHH,"300ML Borosilicate Glass Teapot with Liner Filter, Durable Coffee Pot,Glass Tea",,,https://i5.walmartimages.com/asr/64d4355e-052b-48ed-92c6-b5ad0301aff0.a8f48eed4f4f87fc919f8219fa2e9d4b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2ASGWMJLQUHH,1,23,12/8/2022 6:21,29.95,
4BUERKB64OCX,PRD4BUERKB64OCX,"Thrive Remedies - Organic Adaptogenic Teas, 475ml | Assorted Flavours",,,https://i5.walmartimages.com/asr/d9cb7c9e-3150-4c7b-827b-4aa5c68e2b10.52bebd8c7ca5290f820e4998b1d8f653.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4BUERKB64OCX,2,23,12/8/2022 6:21,4.69,
65R4CSWSPTLT,PRD65R4CSWSPTLT,Crystal Glass Transparent Teapot Tea Set for Housewarming Gifts Home Office,,,https://i5.walmartimages.com/asr/7a5e2081-59b9-4267-848d-379b6cde61a3.1e54efc8483b7a72c6ce6676fc090d0c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD65R4CSWSPTLT,3,23,12/8/2022 6:21,,
6K0V8BWUJ0X2,1MUFLQXOW2N0,Teapot 850ml 1100ml Stainless Steel Teapot with Tea Strainer Infuser Silver,,,https://i5.walmartimages.com/asr/aad9a1f4-280f-4f18-8579-484a5429d381.758f8769c772f24dda4ec252a6a4de1d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/1MUFLQXOW2N0,4,23,12/8/2022 6:21,32.03,
3A1QP126JF5E,PRD3A1QP126JF5E,Hand Drip Tea Fashion Stainless Steel Coffee Pot With Wooden Lid,,,https://i5.walmartimages.com/asr/abdc29c6-9bd9-4915-82bd-14309adb65ac.9d16782956754aaad4bc5eaa0149da39.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3A1QP126JF5E,5,23,12/8/2022 6:21,36.92,
47JCEGME53Z4,PRD47JCEGME53Z4,Numi Organic Gunpowder Green Loose Leaf Tea 1 lb. Bag,,,https://i5.walmartimages.com/asr/0ebc6f11-f303-46d1-8a8d-ab3f92bf351f.c539e2336b4762c02c4bc836910153d1.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD47JCEGME53Z4,6,23,12/8/2022 6:21,12.99,
6SVHZRM4IB52,PRD6SVHZRM4IB52,Heat Resistant Glass Teapot With Strainer Filter Infuser Tea Pot 350ml,,,https://i5.walmartimages.com/asr/a83be8ca-051f-4c94-8231-97ef153f11de.efe20baee6bc2dd90f5ce14156a447e9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6SVHZRM4IB52,7,23,12/8/2022 6:21,26.93,
578RGGEWU87K,PRD578RGGEWU87K,"Thrive Remedies - Organic Adaptogenic Teas, 475ml | Assorted Flavours",,,https://i5.walmartimages.com/asr/40878374-e15c-421f-ab21-196b7ebc3ac8.a6ec7759a7611981efa79abc3c4a0455.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD578RGGEWU87K,8,23,12/8/2022 6:21,4.69,
54UU7OPK3QEX,PRD54UU7OPK3QEX,"Glass Teapot with Infuser, Stovetop Safe Clear Tea Maker.Tea Pot Strainer for",,,https://i5.walmartimages.com/asr/64d4355e-052b-48ed-92c6-b5ad0301aff0.a8f48eed4f4f87fc919f8219fa2e9d4b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD54UU7OPK3QEX,9,23,12/8/2022 6:21,29.41,
23TGN5NIEGTL,PRD23TGN5NIEGTL,Heat Resistant Glass Teapot With Strainer Filter Infuser Tea Pot 350ml,,,https://i5.walmartimages.com/asr/a83be8ca-051f-4c94-8231-97ef153f11de.efe20baee6bc2dd90f5ce14156a447e9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD23TGN5NIEGTL,10,23,12/8/2022 6:21,29.99,
2RQG7W3C495G,PRD2RQG7W3C495G,Heat Resistant Glass Teapot With Strainer Filter Infuser Tea Pot 350ml,,,https://i5.walmartimages.com/asr/a83be8ca-051f-4c94-8231-97ef153f11de.efe20baee6bc2dd90f5ce14156a447e9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2RQG7W3C495G,11,23,12/8/2022 6:21,29.99,
3JCBEAOLS10Z,PRD3JCBEAOLS10Z,Numi Organic Breakfast Blend Loose Leaf Tea 1 lb. Bag,,,https://i5.walmartimages.com/asr/1ddf9f5b-f54e-4974-8770-08d1349fb8bc.020bc60a6645ee188ae1537eca1acdab.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3JCBEAOLS10Z,12,23,12/8/2022 6:21,65.99,
2F4KCZG7RS6F,PRD2F4KCZG7RS6F,"800ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming",,,https://i5.walmartimages.com/asr/53aaf235-eaed-4b9d-a4ee-2cee90f654d7.f458d1db78badf6d5ccf3a47455f582f.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2F4KCZG7RS6F,13,23,12/8/2022 6:21,33.95,
3BK4S2TJLKCN,PRD3BK4S2TJLKCN,"Bigelow 6 Assorted Flavours Black Tea | 28UN/Unit, 6 Units/Case",,,https://i5.walmartimages.com/asr/4aac430e-0a00-4f9d-a39b-5039b8a9a8bb.8c954439464129e527a8cdf350a5e886.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3BK4S2TJLKCN,14,23,12/8/2022 6:21,57.24,
0SQQIRTSOFUO,PRD0SQQIRTSOFUO,"Stainless Steel Teapot with Lid, Tea Kettle for Home, Party, Kitchen, Camping,",,,https://i5.walmartimages.com/asr/ed195d77-fbfb-48aa-9393-1bc7e0f4d2b6.db810fe2541756a7c6ddc58ef3f26af2.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD0SQQIRTSOFUO,15,23,12/8/2022 6:21,29.26,
13E96I73X04F,5R3SPXSSZ4X2,eccomum Pour Over Coffee Kettle 20oz/ 600ml Long Narrow Spout Hand Drip Coffee Tea Pot with Lid Wood Handle Glass Pour Over Coffee & Tea Kettles,,,https://i5.walmartimages.com/asr/9e198e18-09a9-4a79-89b7-7a232c555b28.b00971c090c84a20c87defeda55f4bd7.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/5R3SPXSSZ4X2,15,24,12/8/2022 6:21,57.88,
1HMU3L3OJOAH,PRD1HMU3L3OJOAH,Heat Resistant Glass Teapot with Strainer Filter Infuser Tea Pot 37oz/1100ml,,,https://i5.walmartimages.com/asr/e7fc7c1d-9b21-40df-80b1-94e9c9540cb5.12ad6de401e142db6aa9146f290feb02.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1HMU3L3OJOAH,16,24,12/8/2022 6:21,39.91,
5S9H3Y5WTZNO,PRD5S9H3Y5WTZNO,Heat Resistant Glass Teapot with Strainer Filter Infuser Tea Pot 350ml,,,https://i5.walmartimages.com/asr/70d4cd75-89b9-4c51-944a-40f8c92efcc1_1.b7893c95578174592ecf5be219329674.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5S9H3Y5WTZNO,17,24,12/8/2022 6:21,13.99,
2ZBZ0PSIPUG1,PRD2ZBZ0PSIPUG1,Steep By Bigelow Organic Pure Green Decaffeinated Tea Bags - 20/Box,,,https://i5.walmartimages.com/asr/e45824a7-a27a-4708-afd1-1db369783988.8857f1952b3648b19339dca868323f49.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2ZBZ0PSIPUG1,18,24,12/8/2022 6:21,12.99,
446O0BO7XZR0,19BF90X9VQL2,Lubelski Stainless Steel Heat Resistant Tea Pot Container Black 18x13x11cm,,,https://i5.walmartimages.com/asr/2462e665-17b9-49a2-98db-c7618d7512d6.3fef36f75d7b4afee4c49bacaedbd8c0.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/19BF90X9VQL2,19,24,12/8/2022 6:21,32.18,
3P6T2R151L92,PRD3P6T2R151L92,Hand Drip Tea Fashion Stainless Steel Coffee Pot With Wooden Lid,,,https://i5.walmartimages.com/asr/abdc29c6-9bd9-4915-82bd-14309adb65ac.9d16782956754aaad4bc5eaa0149da39.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3P6T2R151L92,20,24,12/8/2022 6:21,36.92,
6M0ECA03M9C0,PRD6M0ECA03M9C0,"Gooddrink Green Lemon Honey Tea, Glass | 473ML/Unit, 12 Units/Case",,,https://i5.walmartimages.com/asr/71ec46f1-c742-448e-974e-7b1668ffc5ff.2dd00f8081c07d9f340c5a8d34d7bd7b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6M0ECA03M9C0,21,24,12/8/2022 6:21,71.25,
2BXTBJ2N9LDH,3UN7AJYNDN6W,Foldable Reusable Coffee Filters Stainless Steel Tea Drip Holder (Black),,,https://i5.walmartimages.com/asr/8c848a97-404b-48dc-87a3-97570e1fc458.d8bffd81fbf75315b59d720661ea2e3c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/3UN7AJYNDN6W,22,24,12/8/2022 6:21,8.99,
19YKIOVU6P8R,0TO9LFKVH4NH,Resistant Glass Teapot With Infuser Coffee Tea Leaf Herbal Set 250ml,,,https://i5.walmartimages.com/asr/9104b6c0-5b25-4d01-9c03-921bcff96368.523dca1e6aa81340b153314a61a1ca69.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/0TO9LFKVH4NH,23,24,12/8/2022 6:21,14.85,
6TKU2M5XK5M4,PRD6TKU2M5XK5M4,Avazera Energize Tea 45g,,,https://i5.walmartimages.com/asr/440ad8d4-87d2-4e90-b378-e641337e0e09.6724f4d79e325ed23fa5b37c36ea8c5e.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6TKU2M5XK5M4,24,24,12/8/2022 6:21,14.97,
4A3S3SG3KFMB,PRD4A3S3SG3KFMB,Biofix Camomile Tea 20x1.75g,,,https://i5.walmartimages.com/asr/126754dd-f01d-4d17-88ca-594bbefe0817.6e7e98a73e16b4e3bd22a2424a3809be.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4A3S3SG3KFMB,25,24,12/8/2022 6:21,5.99,
4HE26EXJ7E4N,PRD4HE26EXJ7E4N,a2zchef Higgins & Burke - Tea Bags - Lemon Tea Case [6 ct],,,https://i5.walmartimages.com/asr/f1b9da7e-e63d-40fc-a971-dd17aa0945e8.094aceb9fa31f17905f23aacc3fe9dfc.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4HE26EXJ7E4N,26,24,12/8/2022 6:21,54.79,
7JCUS1XHD7S8,PRD7JCUS1XHD7S8,Labymos Pour Over Coffee Kettle 20oz/ 600ml Long Narrow Spout Hand Drip Coffee Tea Pot with Lid Wood Handle Glass Pour Over Coffee & Tea Kettles,,,https://i5.walmartimages.com/asr/563ff7f6-8d2f-4083-af38-83fdb0de58dc.25682493bb31015a2347038d144fa24c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD7JCUS1XHD7S8,27,24,12/8/2022 6:21,73.23,
3B66GO19P185,PRD3B66GO19P185,"Blooming Tea Pot Set, Luxury British Design with Relief Decor Gold Trims, Hand-Crafted Clear Teapot with Warmer, 40oz Glass Teapot with Infuser, Stove-Safe Tea Party Gift Home Décor",,,https://i5.walmartimages.com/asr/956cf5e2-636a-4900-b2eb-5fed0bd4b106.0c75c15f78b9345ce02f445ec6459f07.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3B66GO19P185,28,24,12/8/2022 6:21,97.18,
6PYU9FIZPBGO,PRD6PYU9FIZPBGO,"400ml Glass Teapot with Removable Infuser, Stovetop Safe Tea Kettle, Blooming",,,https://i5.walmartimages.com/asr/ea683702-c73a-4077-81b5-f5a69502cbec.2c263f1ed89f71a90b0cf37184fe9a66.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6PYU9FIZPBGO,29,24,12/8/2022 6:21,29.8,
3891WOS34NMC,425IJ4YHWKK8,Glass Tea Coffee Pot with Infuser Filter Stainless Steel 260ml 300ml,,,https://i5.walmartimages.com/asr/e292c66d-125f-4da3-9b95-ac8706bb2f7c.95084d9dc426e04882763f3275b9a20b.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/425IJ4YHWKK8,30,24,12/8/2022 6:21,22.39,
4H9Z3FVJBB6T,PRD4H9Z3FVJBB6T,Numi Organic 1 lb. Ti Kuan Yin-Iron Loose Leaf Tea,,,https://i5.walmartimages.com/asr/95d97928-eade-48e4-b1bb-dd180e125192.bd88823b64da66891d16c39ebd04df82.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD4H9Z3FVJBB6T,31,24,12/8/2022 6:21,102.6,
10UHJV7JGOB9,PRD10UHJV7JGOB9,Stainless Steel Teapot Model Infuser for Tea Leaf Filter for Steepest Herbs,,,https://i5.walmartimages.com/asr/8289fbe4-ec69-4524-9544-ebf135328e63.e7e9aec64ccfcec86b0e18366569124d.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD10UHJV7JGOB9,32,24,12/8/2022 6:21,10.1,
3ZLWPFRYNIPI,PRD3ZLWPFRYNIPI,Heat Resistant Glass Teapot with Strainer Filter Infuser Tea Pot 350ml,,,https://i5.walmartimages.com/asr/70d4cd75-89b9-4c51-944a-40f8c92efcc1_1.b7893c95578174592ecf5be219329674.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3ZLWPFRYNIPI,33,24,12/8/2022 6:21,20.62,
2MJ796A0UV69,PRD2MJ796A0UV69,Borosilicate Glass Thick Teapot Handmade Heat Resistant Flower Tea Pot|Teapots,,,https://i5.walmartimages.com/asr/159d821c-accc-4ed6-8d38-af522107f6ac.2d397aeb7d48a64d8c636fbd3b6192d3.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2MJ796A0UV69,34,24,12/8/2022 6:21,23.71,
2Q17ALQ4YLVJ,PRD2Q17ALQ4YLVJ,Lipton 3 Gallon Black Loose Leaf Tea Packets - 24/Case,,,https://i5.walmartimages.com/asr/034906c1-fc30-4411-bc94-15c6b6f70373.545f4cc1073eb286f596d254b02341cf.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2Q17ALQ4YLVJ,35,24,12/8/2022 6:21,87.39,
2F6LN0ZPJTZT,PRD2F6LN0ZPJTZT,"Thrive Remedies - Organic Adaptogenic Teas, 475ml | Assorted Flavours",,,https://i5.walmartimages.com/asr/f7cc602d-da37-44c0-9210-b6effbc764e0.b300108ddc650e2a722513ff8d188bfb.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2F6LN0ZPJTZT,36,24,12/8/2022 6:21,3.99,
6AC2VZF2SITG,PRD6AC2VZF2SITG,Bossen 1.3 lb. (600 grams) Coffee Black Loose Leaf Tea,,,https://i5.walmartimages.com/asr/2897431d-407f-49d3-9cd5-69c9be4543be.0f26c34141070532a200f4fe7e36b760.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD6AC2VZF2SITG,37,24,12/8/2022 6:21,57.41,
1U9FC0CB9XH4,3XCD4KVT0UFR,Foldable Reusable Coffee Filters Stainless Steel Tea Drip Holder (Black),,,https://i5.walmartimages.com/asr/8c848a97-404b-48dc-87a3-97570e1fc458.d8bffd81fbf75315b59d720661ea2e3c.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/3XCD4KVT0UFR,38,24,12/8/2022 6:21,12.59,
2Z83EIRB11V5,PRD2Z83EIRB11V5,Tea Filter Tea Balls for Loose Tea Leaf Tea Infuser Tea Baller Tea Ball Infuser,,,https://i5.walmartimages.com/asr/599bc969-df01-4214-8051-83fe118b56cf_1.bf48046d8db36869f80e137cbb4fe8d4.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2Z83EIRB11V5,39,24,12/8/2022 6:21,11.86,
3CW4TMZSDB9I,4WQXKD229JQU,jovati Silicone Strawberry Tea Bag Tea Maker Tea Tea Strainer Tea Strainer Tea Separator,,,https://i5.walmartimages.com/asr/bde09cb7-2051-433b-b835-f554c243b4f2.522253a1ec8b749b24880b7fba3f2146.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/4WQXKD229JQU,40,24,12/8/2022 6:21,0.7,
127F7MMJX4VK,PRD127F7MMJX4VK,Stainless Steel Silicone Tea Maker Tea Leaking Tea Separated Tea Residue Tea Filter Household Tea Brewing Tea Set,,,https://i5.walmartimages.com/asr/c3c2993f-4dcc-4fd9-a967-d8364f90fd32.cc8c85c97ea8e2099a5c0190026d1c95.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD127F7MMJX4VK,41,24,12/8/2022 6:21,15.99,
3TVU5RW0VIAS,PRD3TVU5RW0VIAS,Stainless Steel Silicone Tea Maker Tea Leaking Tea Separated Tea Residue Tea Filter Household Tea Brewing Tea Set,,,https://i5.walmartimages.com/asr/c3c2993f-4dcc-4fd9-a967-d8364f90fd32.cc8c85c97ea8e2099a5c0190026d1c95.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3TVU5RW0VIAS,42,24,12/8/2022 6:21,62.99,
49JL71GDGESY,PRD49JL71GDGESY,CLEF DES CHAMPS Moon Tea Organic Loose Tea (6 - 60 gr Units),,,https://i5.walmartimages.com/asr/31cc0d81-bd5c-4d6d-9213-d8e20446728c.872fd50b61d0ce1a719f4bb3e3dcdcde.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD49JL71GDGESY,43,24,12/8/2022 6:21,57.39,
23VRW91ZLXV8,PRD23VRW91ZLXV8,Honest Tea 16 fl. oz. Organic Unsweetened "Just" Green Iced Tea - 12/Case,,,https://i5.walmartimages.com/asr/4885456e-a5b9-4538-b3bb-298dba508575.623d00f0e9add6691b58f759c3b25969.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD23VRW91ZLXV8,44,24,12/8/2022 6:21,78.18,
75QG1M46S7EP,PRD75QG1M46S7EP,Xinxinyy 100pcs Tea Filter Bags Disposable with Drawstring for Loose Leaf Tea with Natural Unbleached Cloth,,,https://i5.walmartimages.com/asr/e6a1c005-2b1e-4211-87f1-8c252af54555_1.7bde16eceb1cdb65fc8052fd08cce77a.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD75QG1M46S7EP,45,24,12/8/2022 6:21,10.2,
3UJRED1SZ1O2,PRD3UJRED1SZ1O2,Biofix Fruit Juice Tea Black Tea with Red Orange & Lapacho 20x2g (Pack of 3),,,https://i5.walmartimages.com/asr/a2e69e67-1dc2-41d4-8af5-3069e473acb0.0f7dea4df67d55e6a210c5ec61ddaca5.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD3UJRED1SZ1O2,46,24,12/8/2022 6:21,13.99,
2ESAMBK5LR3I,PRD2ESAMBK5LR3I,Avazera Happy Tea 55g,,,https://i5.walmartimages.com/asr/cbc61266-3809-4129-83b0-b961daf2a79b.4319268de4d80301126de761583a4899.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD2ESAMBK5LR3I,47,24,12/8/2022 6:21,14.97,
1OPE1INNA895,PRD1OPE1INNA895,Avazera Focus Tea 45g,,,https://i5.walmartimages.com/asr/1a735b2e-01c8-4b78-97ff-70caa65eb671.3a1a1c6e831817698688ad7243f84a4b.png?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD1OPE1INNA895,48,24,12/8/2022 6:21,14.97,
5KIT5TTV7ZH4,PRD5KIT5TTV7ZH4,Biofix Mulberry Tea 20x2g,,,https://i5.walmartimages.com/asr/cbddae8a-3b60-4e18-95f1-6ac37f0b9ff7.ae3d711106f5b78326d8aa0bdf8240d9.jpeg?odnHeight=180&odnWidth=180&odnBg=ffffff,,tea,https://www.walmart.ca/en/ip/PRD5KIT5TTV7ZH4,49,24,12/8/2022 6:21,6.99,
